-7.680307030677795410e-01,7.881915569305419922e-01,8.446817398071289062e-01,9.820646792650222778e-02,-8.632029891014099121e-01,-8.581719994544982910e-01,5.352768301963806152e-02,6.423144340515136719e-01,7.546397447586059570e-01,3.269729018211364746e-02,9.787184596061706543e-01,3.489990830421447754e-01
2.626051604747772217e-01,6.083427667617797852e-01,9.374652504920959473e-01,8.014877438545227051e-01,1.441637277603149414e-01,2.855367362499237061e-01,1.053024530410766602e-01,9.660476446151733398e-02,8.297818899154663086e-02,9.155495166778564453e-01,7.323388457298278809e-01,1.224479079246520996e-01
-7.215620279312133789e-01,8.255746960639953613e-01,1.026580855250358582e-02,2.878607809543609619e-01,-7.653497457504272461e-01,-9.428772330284118652e-01,1.804855465888977051e-02,8.865544795989990234e-01,5.667711496353149414e-01,2.793440222740173340e-02,9.645223617553710938e-01,9.004312157630920410e-01
4.489170908927917480e-01,5.353205800056457520e-01,9.075326323509216309e-01,8.330795764923095703e-01,4.168129265308380127e-01,-1.428514868021011353e-01,2.937296032905578613e-01,1.187673211097717285e-02,3.662104308605194092e-01,9.881887435913085938e-01,7.016197443008422852e-01,7.670256495475769043e-02
-7.947723865509033203e-01,9.057432413101196289e-01,-4.783673584461212158e-02,4.806014001369476318e-01,-7.093776464462280273e-01,-6.268896460533142090e-01,3.019362688064575195e-03,8.517136573791503906e-01,5.110725164413452148e-01,5.258619785308837891e-02,8.325704336166381836e-01,6.107054948806762695e-01
2.764610350131988525e-01,6.896714568138122559e-01,8.923966288566589355e-01,7.733379602432250977e-01,4.508399665355682373e-01,3.491058051586151123e-01,4.097968339920043945e-02,1.869626641273498535e-01,1.942065656185150146e-01,9.579323530197143555e-01,5.247451066970825195e-01,7.453942298889160156e-02
-7.672826051712036133e-01,8.514894843101501465e-01,-2.295607328414916992e-01,1.698881089687347412e-01,-5.712624788284301758e-01,-8.805930614471435547e-01,5.205079913139343262e-02,6.093084812164306641e-01,9.033938050270080566e-01,2.948090434074401855e-02,9.166050553321838379e-01,6.463089585304260254e-01
2.721655964851379395e-01,4.597171545028686523e-01,7.135913372039794922e-01,7.948241829872131348e-01,-1.863124817609786987e-01,4.535923600196838379e-01,5.017903447151184082e-02,2.954745292663574219e-02,1.360008120536804199e-01,8.553465604782104492e-01,5.962136983871459961e-01,7.195631861686706543e-01
-9.434789419174194336e-01,7.844416499137878418e-01,2.153254747390747070e-01,6.579469442367553711e-01,-7.996263504028320312e-01,-6.973332762718200684e-01,7.639700174331665039e-02,7.633387446403503418e-01,4.492606520652770996e-01,8.952739834785461426e-02,9.552071094512939453e-01,5.718007087707519531e-01
-2.574060857295989990e-01,8.678060770034790039e-01,3.018062710762023926e-01,9.645971655845642090e-01,1.926543414592742920e-01,-7.963071577250957489e-03,1.255027651786804199e-01,2.286568284034729004e-02,3.521375656127929688e-01,9.297183156013488770e-01,2.504333555698394775e-01,4.660799503326416016e-01
-7.653427720069885254e-01,9.780188202857971191e-01,-1.558587402105331421e-01,1.305070668458938599e-01,-8.077551126480102539e-01,-8.827606439590454102e-01,1.818290352821350098e-02,8.415744304656982422e-01,4.801563620567321777e-01,2.042225003242492676e-02,9.804627895355224609e-01,8.774302005767822266e-01
-1.986534148454666138e-01,8.378542661666870117e-01,9.846915602684020996e-01,8.273382782936096191e-01,3.145258426666259766e-01,4.083446860313415527e-01,2.923440933227539062e-02,3.058221936225891113e-02,1.881224513053894043e-01,9.901226758956909180e-01,9.006930589675903320e-01,2.630439996719360352e-01
-8.531916141510009766e-01,7.952943444252014160e-01,-3.115782439708709717e-01,4.714278578758239746e-01,-7.426694631576538086e-01,-5.464633107185363770e-01,3.711497783660888672e-02,7.724213600158691406e-01,4.964052438735961914e-01,2.778801321983337402e-02,9.935022592544555664e-01,6.308054924011230469e-01
4.387280344963073730e-01,7.000628113746643066e-01,9.794870615005493164e-01,8.473812341690063477e-01,5.226626396179199219e-01,5.108737349510192871e-01,4.460713267326354980e-02,7.955721020698547363e-02,3.252721726894378662e-01,9.939908981323242188e-01,4.825975894927978516e-01,4.165924787521362305e-01
-9.067680835723876953e-01,8.849685788154602051e-01,3.347597718238830566e-01,6.527580022811889648e-01,-5.310915112495422363e-01,-9.399806857109069824e-01,9.927776455879211426e-02,9.050465822219848633e-01,6.944367885589599609e-01,3.164559602737426758e-03,9.827231168746948242e-01,4.093908071517944336e-01
1.819570660591125488e-01,6.852001547813415527e-01,9.537073373794555664e-01,9.149875640869140625e-01,2.596563100814819336e-01,3.195334225893020630e-03,1.623877882957458496e-02,2.362898886203765869e-01,1.433944106101989746e-01,8.464004993438720703e-01,5.956068038940429688e-01,2.690372467041015625e-01
-8.212437629699707031e-01,9.376512765884399414e-01,1.810999810695648193e-01,4.361825883388519287e-01,-6.262742280960083008e-01,-9.108800888061523438e-01,2.560487389564514160e-02,6.655588746070861816e-01,8.959132432937622070e-01,6.551712751388549805e-03,9.418326616287231445e-01,7.088915109634399414e-01
3.107697963714599609e-01,7.193074822425842285e-01,9.385651946067810059e-01,9.695938825607299805e-01,2.374164313077926636e-01,-2.505913972854614258e-01,6.600472331047058105e-02,6.302312016487121582e-02,2.040562927722930908e-01,9.892282485961914062e-01,8.945460319519042969e-01,1.952850222587585449e-01
-9.222747683525085449e-01,9.462811946868896484e-01,1.016928106546401978e-01,5.954605340957641602e-01,-5.605363249778747559e-01,-8.185262680053710938e-01,2.028256654739379883e-02,9.297382235527038574e-01,6.938444375991821289e-01,1.849344372749328613e-02,9.304311275482177734e-01,9.236702919006347656e-01
2.701978981494903564e-01,8.726771473884582520e-01,8.668266534805297852e-01,9.344533085823059082e-01,7.530522346496582031e-01,5.470817089080810547e-01,5.630815029144287109e-02,2.612633109092712402e-01,3.754691183567047119e-01,9.387952089309692383e-01,6.560020446777343750e-01,1.295736432075500488e-01
-9.198668003082275391e-01,9.530948996543884277e-01,-3.178227543830871582e-01,4.304328858852386475e-01,-6.202868223190307617e-01,-9.145689606666564941e-01,1.544038951396942139e-01,7.847300767898559570e-01,8.427108526229858398e-01,6.805157661437988281e-02,8.416490554809570312e-01,7.019839286804199219e-01
5.885532125830650330e-03,4.596899151802062988e-01,7.831103801727294922e-01,7.880336046218872070e-01,5.787250995635986328e-01,3.741076886653900146e-01,1.420123875141143799e-01,1.123028099536895752e-01,2.861434817314147949e-01,9.268182516098022461e-01,5.349270105361938477e-01,1.857271194458007812e-01
-7.956316471099853516e-01,8.269999027252197266e-01,-5.026534199714660645e-01,2.593942284584045410e-01,-6.434557437896728516e-01,-8.206464052200317383e-01,6.822305917739868164e-02,8.708445429801940918e-01,8.545402288436889648e-01,2.493458986282348633e-02,8.605426549911499023e-01,1.671129465103149414e-01
2.297306507825851440e-01,7.538582682609558105e-01,8.205502033233642578e-01,6.184977889060974121e-01,5.501276254653930664e-01,5.153084993362426758e-01,1.488854587078094482e-01,3.560888767242431641e-02,2.715470194816589355e-01,9.530314207077026367e-01,4.525197744369506836e-01,3.630136251449584961e-01
-5.970861315727233887e-01,7.415462732315063477e-01,-2.315236777067184448e-01,2.272041738033294678e-01,-6.689134836196899414e-01,-8.481850028038024902e-01,2.509477734565734863e-02,6.552433371543884277e-01,6.468983292579650879e-01,5.304008722305297852e-03,9.734226465225219727e-01,6.832500696182250977e-01
1.668905168771743774e-01,4.625813663005828857e-01,8.898510336875915527e-01,8.900613784790039062e-01,1.850734204053878784e-01,7.197849154472351074e-01,2.149179577827453613e-02,1.392704248428344727e-02,1.337409913539886475e-01,9.819039106369018555e-01,6.833300590515136719e-01,3.598108291625976562e-01
